Year,Month,Day,type,Country,home_team,away_team,home_goals,away_goals
2005,6,16,CCF-5,Germany,Brazil,Greece,3,0
2005,6,18,CCF-5,Germany,Germany,Tunisia,3,0
2005,6,19,CCF-5,Germany,Japan,Greece,1,0
2005,6,21,CCF-5,Germany,Germany,Argentina,2,2
2005,6,22,CCF-5,Germany,Mexico,Greece,0,0
2005,6,25,CCF-5,Germany,Germany,Brazil,2,3
2005,6,29,CCF-5,Germany,Germany,Mexico,4,3
2005,8,13,Friendly,Cyprus,Cyprus,Iraq,2,1
2005,8,15,LMT-3,Ukraine,Ukraine,Israel,0,0
2005,8,15,LMT-3,Ukraine,Poland,Serbia & Montenegro,3,2
2005,8,17,QW-18,Romania,Romania,Andorra,2,0
2005,8,17,Friendly,Hungary,Hungary,Argentina,1,2
2005,8,17,Friendly,Jordan,Jordan,Armenia,0,0
2005,8,17,Friendly,Albania,Albania,Azerbaijan,2,1
2005,8,17,Friendly,Lithuania,Lithuania,Belarus,1,0
2005,8,17,Friendly,Estonia,Estonia,Bosnia & Herzegovina,1,0
2005,8,17,Friendly,Croatia,Croatia,Brazil,1,1
2005,8,17,QW-18,Faroe Islands,Faroe Islands,Cyprus,0,3
2005,8,17,Friendly,Sweden,Sweden,Czech Republic,2,1
2005,8,17,Friendly,Portugal,Portugal,Egypt,2,0
2005,8,17,Friendly,Denmark,Denmark,England,4,1
2005,8,17,QW-18,Macedonia,Macedonia,Finland,0,3
2005,8,17,QW-18,Kazakhstan,Kazakhstan,Georgia,1,2
2005,8,17,Friendly,Netherlands,Netherlands,Germany,2,2
2005,8,17,Friendly,Belgium,Belgium,Greece,2,0
2005,8,17,Friendly,Ireland,Ireland,Italy,1,2
2005,8,17,Friendly,France,France,Ivory Coast,3,0
2005,8,17,Friendly,Malta,Malta,North. Ireland,1,1
2005,8,17,LMT-3,Ukraine,Israel,Poland,2,3
2005,8,17,QW-18,Latvia,Latvia,Russia,1,1
2005,8,17,Friendly,Austria,Austria,Scotland,2,2
2005,8,17,LMT-3,Ukraine,Ukraine,Serbia & Montenegro,2,1
2005,8,17,QW-18,Liechtenstein,Liechtenstein,Slovakia,0,0
2005,8,17,Friendly,Wales,Wales,Slovenia,0,0
2005,8,17,Friendly,Iceland,Iceland,South Africa,4,1
2005,8,17,Friendly,Norway,Norway,Switzerland,0,2
2005,8,17,Friendly,Bulgaria,Bulgaria,Turkey,3,1
2005,8,17,Friendly,Spain,Spain,Uruguay,2,0
2005,9,2,QW-18,Romania,Romania,Czech Republic,2,0
2005,9,3,QW-18,Poland,Poland,Austria,3,2
2005,9,3,QW-18,North. Ireland,North. Ireland,Azerbaijan,2,0
2005,9,3,QW-18,Moldova,Moldova,Belarus,2,0
2005,9,3,QW-18,Bosnia & Herzegovina,Bosnia & Herzegovina,Belgium,1,0
2005,9,3,QW-18,Sweden,Sweden,Bulgaria,3,0
2005,9,3,Friendly,Spain,Spain,Canada,2,1
2005,9,3,QW-18,Iceland,Iceland,Croatia,1,3
2005,9,3,QW-18,Turkey,Turkey,Denmark,2,2
2005,9,3,QW-18,Wales,Wales,England,0,1
2005,9,3,QW-18,France,France,Faroe Islands,3,0
2005,9,3,QW-18,Andorra,Andorra,Finland,0,0
2005,9,3,Friendly,Slovakia,Slovakia,Germany,2,0
2005,9,3,QW-18,Switzerland,Switzerland,Israel,1,1
2005,9,3,QW-18,Scotland,Scotland,Italy,1,1
2005,9,3,QW-18,Albania,Albania,Kazakhstan,2,1
2005,9,3,QW-18,Estonia,Estonia,Latvia,2,1
2005,9,3,QW-18,Russia,Russia,Liechtenstein,2,0
2005,9,3,QW-18,Serbia & Montenegro,Serbia & Montenegro,Lithuania,2,0
2005,9,3,QW-18,Portugal,Portugal,Luxembourg,6,0
2005,9,3,QW-18,Hungary,Hungary,Malta,4,0
2005,9,3,QW-18,Armenia,Armenia,Netherlands,0,1
2005,9,3,QW-18,Slovenia,Slovenia,Norway,2,3
2005,9,3,QW-18,Georgia,Georgia,Ukraine,1,1
2005,9,7,QW-18,Netherlands,Netherlands,Andorra,4,0
2005,9,7,QW-18,Czech Republic,Czech Republic,Armenia,4,1
2005,9,7,QW-18,Azerbaijan,Azerbaijan,Austria,0,0
2005,9,7,QW-18,Lithuania,Lithuania,Bosnia & Herzegovina,0,1
2005,9,7,QW-18,Malta,Malta,Croatia,1,1
2005,9,7,QW-18,North. Ireland,North. Ireland,England,1,0
2005,9,7,QW-18,Ireland,Ireland,France,0,1
2005,9,7,QW-18,Denmark,Denmark,Georgia,6,1
2005,9,7,QW-18,Kazakhstan,Kazakhstan,Greece,1,2
2005,9,7,QW-18,Bulgaria,Bulgaria,Iceland,3,2
2005,9,7,QW-18,Faroe Islands,Faroe Islands,Israel,0,2
2005,9,7,QW-18,Belarus,Belarus,Italy,1,4
2005,9,7,QW-18,Liechtenstein,Liechtenstein,Luxembourg,3,0
2005,9,7,QW-18,Finland,Finland,Macedonia,5,1
2005,9,7,QW-18,Russia,Russia,Portugal,0,0
2005,9,7,QW-18,Belgium,Belgium,San Marino,8,0
2005,9,7,QW-18,Norway,Norway,Scotland,1,2
2005,9,7,QW-18,Spain,Spain,Serbia & Montenegro,1,1
2005,9,7,QW-18,Latvia,Latvia,Slovakia,1,1
2005,9,7,QW-18,Moldova,Moldova,Slovenia,1,2
2005,9,7,Friendly,Germany,Germany,South Africa,4,2
2005,9,7,QW-18,Hungary,Hungary,Sweden,0,1
2005,9,7,QW-18,Cyprus,Cyprus,Switzerland,1,3
2005,9,7,QW-18,Ukraine,Ukraine,Turkey,0,1
2005,9,7,QW-18,Poland,Poland,Wales,1,0
2005,10,7,Friendly,Poland,Poland,Iceland,3,2
2005,10,8,QW-18,Ukraine,Ukraine,Albania,2,2
2005,10,8,QW-18,England,England,Austria,1,0
2005,10,8,QW-18,Scotland,Scotland,Belarus,0,1
2005,10,8,QW-18,Slovakia,Slovakia,Estonia,1,0
2005,10,8,QW-18,Israel,Israel,Faroe Islands,2,1
2005,10,8,QW-18,Switzerland,Switzerland,France,1,1
2005,10,8,Friendly,Turkey,Turkey,Germany,2,1
2005,10,8,QW-18,Denmark,Denmark,Greece,1,0
2005,10,8,QW-18,Bulgaria,Bulgaria,Hungary,2,0
2005,10,8,QW-18,Cyprus,Cyprus,Ireland,0,1
2005,10,8,Friendly,Latvia,Latvia,Japan,2,2
2005,10,8,QW-18,Georgia,Georgia,Kazakhstan,0,0
2005,10,8,QW-18,Portugal,Portugal,Liechtenstein,2,1
2005,10,8,QW-18,Russia,Russia,Luxembourg,5,1
2005,10,8,QW-18,Norway,Norway,Moldova,1,0
2005,10,8,QW-18,Czech Republic,Czech Republic,Netherlands,0,2
2005,10,8,QW-18,Finland,Finland,Romania,0,1
2005,10,8,QW-18,Bosnia & Herzegovina,Bosnia & Herzegovina,San Marino,3,0
2005,10,8,QW-18,Lithuania,Lithuania,Serbia & Montenegro,0,2
2005,10,8,QW-18,Italy,Italy,Slovenia,1,0
2005,10,8,QW-18,Belgium,Belgium,Spain,0,2
2005,10,8,QW-18,Croatia,Croatia,Sweden,1,0
2005,10,8,QW-18,North. Ireland,North. Ireland,Wales,2,3
2005,10,12,QW-18,Andorra,Andorra,Armenia,0,3
2005,10,12,QW-18,Wales,Wales,Azerbaijan,2,0
2005,10,12,QW-18,Lithuania,Lithuania,Belgium,1,1
2005,10,12,QW-18,Serbia & Montenegro,Serbia & Montenegro,Bosnia & Herzegovina,1,0
2005,10,12,QW-18,Malta,Malta,Bulgaria,1,1
2005,10,12,Friendly,Germany,Germany,China,1,0
2005,10,12,QW-18,Hungary,Hungary,Croatia,0,0
2005,10,12,QW-18,France,France,Cyprus,4,0
2005,10,12,QW-18,Finland,Finland,Czech Republic,0,3
2005,10,12,QW-18,Kazakhstan,Kazakhstan,Denmark,1,2
2005,10,12,QW-18,Luxembourg,Luxembourg,Estonia,0,2
2005,10,12,QW-18,Greece,Greece,Georgia,1,0
2005,10,12,QW-18,Sweden,Sweden,Iceland,3,1
2005,10,12,Friendly,Ukraine,Ukraine,Japan,1,0
2005,10,12,QW-18,Portugal,Portugal,Latvia,3,0
2005,10,12,QW-18,Netherlands,Netherlands,Macedonia,0,0
2005,10,12,QW-18,Italy,Italy,Moldova,2,1
2005,10,12,QW-18,Austria,Austria,North. Ireland,2,0
2005,10,12,QW-18,Belarus,Belarus,Norway,0,1
2005,10,12,QW-18,England,England,Poland,2,1
2005,10,12,QW-18,Slovakia,Slovakia,Russia,0,0
2005,10,12,QW-18,Slovenia,Slovenia,Scotland,0,3
2005,10,12,QW-18,San Marino,San Marino,Spain,0,6
2005,10,12,QW-18,Ireland,Ireland,Switzerland,0,0
2005,10,12,QW-18,Albania,Albania,Turkey,0,1
2005,11,9,Friendly,France,France,Costa Rica,3,2
2005,11,11,TCT-1,Iran,Iran,Macedonia,1,2
2005,11,12,Friendly,Portugal,Portugal,Croatia,2,0
2005,11,12,QW-18,Norway,Norway,Czech Republic,0,1
2005,11,12,Friendly,Switzerland,Argentina,England,2,3
2005,11,12,Friendly,Finland,Finland,Estonia,2,2
2005,11,12,Friendly,Bulgaria,Bulgaria,Georgia,6,2
2005,11,12,Friendly,France,France,Germany,0,0
2005,11,12,Friendly,Netherlands,Netherlands,Italy,1,3
2005,11,12,Friendly,France,Romania,Ivory Coast,1,2
2005,11,12,Friendly,Belarus,Belarus,Latvia,3,1
2005,11,12,Friendly,Liechtenstein,Liechtenstein,Macedonia,1,2
2005,11,12,QW-18,Spain,Spain,Slovakia,5,1
2005,11,12,Friendly,South Korea,South Korea,Sweden,2,2
2005,11,12,QW-18,Switzerland,Switzerland,Turkey,2,0
2005,11,12,Friendly,Scotland,Scotland,United States,1,1
2005,11,13,TCT-1,Iran,Paraguay,Macedonia,1,0
2005,11,13,Friendly,Spain,Ecuador,Poland,0,3
2005,11,13,Friendly,China,China,Serbia & Montenegro,0,2
2005,11,15,Friendly,North. Ireland,North. Ireland,Portugal,1,1
2005,11,16,Friendly,United States,Mexico,Bulgaria,0,3
2005,11,16,Friendly,Luxembourg,Luxembourg,Canada,0,1
2005,11,16,Friendly,Poland,Poland,Estonia,3,1
2005,11,16,Friendly,Greece,Greece,Hungary,2,1
2005,11,16,Friendly,Switzerland,Ivory Coast,Italy,1,1
2005,11,16,Friendly,Georgia,Georgia,Jordan,3,2
2005,11,16,Friendly,Romania,Romania,Nigeria,3,0
2005,11,16,QW-18,Czech Republic,Czech Republic,Norway,1,0
2005,11,16,Friendly,South Korea,South Korea,Serbia & Montenegro,2,0
2005,11,16,QW-18,Slovakia,Slovakia,Spain,1,1
2005,11,16,QW-18,Turkey,Turkey,Switzerland,4,2
2005,11,16,Friendly,Cyprus,Cyprus,Wales,1,0
2005,12,14,Friendly,United States,Mexico,Hungary,2,0
2005,12,18,Friendly,United States,Antigua & Barbuda,Hungary,0,3
2005,12,24,KGC-36,Thailand,Thailand,Latvia,1,1
2005,12,26,KGC-36,Thailand,North Korea,Latvia,1,1
2005,12,28,KGC-36,Thailand,Oman,Latvia,1,2
2005,12,30,KGC-36,Thailand,North Korea,Latvia,1,2
2006,1,18,Friendly,Saudi Arabia,Saudi Arabia,Sweden,1,1
2006,1,21,LGC-10,Saudi Arabia,Saudi Arabia,Finland,1,1
2006,1,21,LGC-10,Saudi Arabia,South Korea,Greece,1,1
2006,1,23,Friendly,United Arab Emirates,Jordan,Sweden,0,0
2006,1,25,LGC-10,Saudi Arabia,South Korea,Finland,1,0
2006,1,25,LGC-10,Saudi Arabia,Saudi Arabia,Greece,1,1
2006,1,25,Friendly,United States,Mexico,Norway,2,1
2006,1,29,CLC-20,Hong Kong,South Korea,Croatia,2,0
2006,1,29,Friendly,United States,United States,Norway,5,0
2006,2,1,CLC-20,Hong Kong,Hong Kong,Croatia,0,4
2006,2,14,Friendly,Jordan,Jordan,Kazakhstan,2,0
2006,2,18,Friendly,Japan,Japan,Finland,2,0
2006,2,24,Friendly,Cyprus,North Korea,Kazakhstan,0,0
2006,2,25,MIT-11,Malta,Malta,Moldova,0,2
2006,2,28,CIT-10,Cyprus,Romania,Armenia,2,0
2006,2,28,Friendly,Germany,Japan,Bosnia & Herzegovina,2,2
2006,2,28,CIT-10,Cyprus,Belarus,Greece,0,1
2006,2,28,Friendly,England,Trinidad & Tobago,Iceland,2,0
2006,2,28,CIT-10,Cyprus,Finland,Kazakhstan,0,0
2006,2,28,CIT-10,Cyprus,Cyprus,Slovenia,0,1
2006,2,28,Friendly,Azerbaijan,Azerbaijan,Ukraine,0,0
2006,3,1,CIT-10,Cyprus,Cyprus,Armenia,2,0
2006,3,1,Friendly,Luxembourg,Luxembourg,Belgium,0,2
2006,3,1,Friendly,Russia,Russia,Brazil,0,1
2006,3,1,Friendly,Macedonia,Macedonia,Bulgaria,0,1
2006,3,1,Friendly,Austria,Austria,Canada,0,2
2006,3,1,Friendly,Switzerland,Argentina,Croatia,2,3
2006,3,1,Friendly,Turkey,Turkey,Czech Republic,2,2
2006,3,1,Friendly,Israel,Israel,Denmark,0,2
2006,3,1,Friendly,Netherlands,Netherlands,Ecuador,1,0
2006,3,1,Friendly,North. Ireland,North. Ireland,Estonia,1,0
2006,3,1,CIT-10,Cyprus,Belarus,Finland,2,2
2006,3,1,MIT-11,Malta,Malta,Georgia,0,2
2006,3,1,Friendly,Italy,Italy,Germany,4,1
2006,3,1,Friendly,Spain,Spain,Ivory Coast,3,2
2006,3,1,CIT-10,Cyprus,Greece,Kazakhstan,2,0
2006,3,1,Friendly,Albania,Albania,Lithuania,1,2
2006,3,1,Friendly,Senegal,Senegal,Norway,2,1
2006,3,1,Friendly,Wales,Wales,Paraguay,0,0
2006,3,1,Friendly,Germany,United States,Poland,1,0
2006,3,1,Friendly,Germany,Portugal,Saudi Arabia,3,0
2006,3,1,Friendly,Tunisia,Tunisia,Serbia & Montenegro,0,1
2006,3,1,Friendly,France,France,Slovakia,1,2
2006,3,1,CIT-10,Cyprus,Romania,Slovenia,2,0
2006,3,1,Friendly,Ireland,Ireland,Sweden,3,0
2006,3,1,Friendly,Scotland,Scotland,Switzerland,1,3
2006,3,1,Friendly,England,England,Uruguay,2,1
2006,3,22,Friendly,Albania,Albania,Georgia,0,0
2006,3,22,Friendly,Germany,Germany,United States,4,1
2006,3,28,Friendly,Saudi Arabia,Saudi Arabia,Poland,1,2
2006,4,12,Friendly,Azerbaijan,Azerbaijan,Turkey,1,1
2006,5,2,Friendly,Poland,Poland,Lithuania,0,1
2006,5,9,KC-27,Japan,Japan,Bulgaria,1,2
2006,5,11,Friendly,Netherlands,Saudi Arabia,Belgium,1,2
2006,5,11,KC-27,Japan,Bulgaria,Scotland,1,5
2006,5,13,KC-27,Japan,Japan,Scotland,0,0
2006,5,14,Friendly,Poland,Poland,Faroe Islands,4,0
2006,5,18,Friendly,Moldova,Moldova,Azerbaijan,0,0
2006,5,20,Friendly,Slovakia,Slovakia,Belgium,1,1
2006,5,21,Friendly,United States,Uruguay,North. Ireland,1,0
2006,5,23,Friendly,Austria,Austria,Croatia,1,4
2006,5,24,Friendly,Ireland,Ireland,Chile,0,1
2006,5,24,Friendly,Hungary,Hungary,New Zealand,2,0
2006,5,24,Friendly,Norway,Norway,Paraguay,2,2
2006,5,24,Friendly,Belgium,Belgium,Turkey,3,3
2006,5,24,Friendly,United States,Romania,Uruguay,0,2
2006,5,25,Friendly,Sweden,Sweden,Finland,0,0
2006,5,25,Friendly,Australia,Australia,Greece,1,0
2006,5,26,Friendly,South Korea,South Korea,Bosnia & Herzegovina,2,0
2006,5,26,Friendly,United States,Romania,North. Ireland,2,0
2006,5,26,Friendly,Austria,Czech Republic,Saudi Arabia,2,0
2006,5,26,Friendly,Germany,Ghana,Turkey,1,1
2006,5,27,Friendly,Netherlands,Netherlands,Cameroon,1,0
2006,5,27,Friendly,Portugal,Portugal,Cape Verde,4,1
2006,5,27,Friendly,United States,Romania,Colombia,0,0
2006,5,27,Friendly,Germany,New Zealand,Georgia,3,1
2006,5,27,Friendly,Switzerland,Switzerland,Ivory Coast,1,1
2006,5,27,Friendly,Germany,Germany,Luxembourg,7,0
2006,5,27,Friendly,France,France,Mexico,1,0
2006,5,27,Friendly,Denmark,Denmark,Paraguay,1,1
2006,5,27,Friendly,Spain,Spain,Russia,0,0
2006,5,27,Friendly,Serbia,Serbia & Montenegro,Uruguay,1,1
2006,5,27,Friendly,Austria,Trinidad & Tobago,Wales,1,2
2006,5,28,Friendly,Ukraine,Ukraine,Costa Rica,4,0
2006,5,28,Friendly,Germany,Turkey,Estonia,1,1
2006,5,28,Friendly,Croatia,Croatia,Iran,2,2
2006,5,28,Friendly,United States,United States,Latvia,1,0
2006,5,28,Friendly,Spain,Ecuador,Macedonia,1,2
2006,5,30,LGC-11,Tunisia,Tunisia,Belarus,3,0
2006,5,30,Friendly,Poland,Poland,Colombia,1,2
2006,5,30,Friendly,Czech Republic,Czech Republic,Costa Rica,1,0
2006,5,30,Friendly,England,England,Hungary,3,1
2006,5,30,Friendly,Germany,Germany,Japan,2,2
2006,5,31,Friendly,Iran,Iran,Bosnia & Herzegovina,5,2
2006,5,31,Friendly,France,France,Denmark,2,0
2006,5,31,Friendly,Austria,Paraguay,Georgia,1,0
2006,5,31,Friendly,Switzerland,Switzerland,Italy,1,1
2006,5,31,Friendly,Estonia,Estonia,New Zealand,1,1
2006,5,31,Friendly,Slovenia,Slovenia,Trinidad & Tobago,3,1
2006,5,31,Friendly,Germany,Saudi Arabia,Turkey,0,1
2006,6,1,Friendly,Netherlands,Netherlands,Mexico,2,1
2006,6,1,Friendly,Norway,Norway,South Korea,0,0
2006,6,2,LGC-11,Tunisia,Libya,Belarus,1,1
2006,6,2,Friendly,Sweden,Sweden,Chile,1,1
2006,6,2,Friendly,Germany,Germany,Colombia,3,0
2006,6,2,Friendly,Liechtenstein,Liechtenstein,Togo,0,1
2006,6,2,Friendly,Netherlands,Angola,Turkey,2,3
2006,6,2,Friendly,Switzerland,Italy,Ukraine,0,0
2006,6,3,Friendly,Switzerland,Switzerland,China,4,1
2006,6,3,Friendly,Spain,Spain,Egypt,2,0
2006,6,3,Friendly,England,England,Jamaica,6,0
2006,6,3,Friendly,Germany,Croatia,Poland,0,1
2006,6,3,Friendly,France,Luxembourg,Portugal,0,3
2006,6,3,Friendly,Czech Republic,Czech Republic,Trinidad & Tobago,3,0
2006,6,4,Friendly,Netherlands,Netherlands,Australia,1,1
2006,6,4,Friendly,Germany,Japan,Malta,1,0
2006,6,4,Friendly,France,Ivory Coast,Slovenia,3,0
2006,6,4,Friendly,Germany,Macedonia,Turkey,1,0
2006,6,5,Friendly,Switzerland,Libya,Ukraine,0,3
2006,6,7,Friendly,Germany,Liechtenstein,Australia,1,3
2006,6,7,Friendly,France,France,China,3,1
2006,6,7,Friendly,Switzerland,Croatia,Spain,1,2
2006,6,8,Friendly,Luxembourg,Luxembourg,Ukraine,0,3
2006,6,9,WC-18,Germany,Germany,Costa Rica,4,2
2006,6,9,WC-18,Germany,Ecuador,Poland,2,0
2006,6,10,WC-18,Germany,Paraguay,England,0,1
2006,6,10,WC-18,Germany,Trinidad & Tobago,Sweden,0,0
2006,6,11,WC-18,Germany,Serbia & Montenegro,Netherlands,0,1
2006,6,11,WC-18,Germany,Angola,Portugal,0,1
2006,6,12,WC-18,Germany,United States,Czech Republic,0,3
2006,6,12,WC-18,Germany,Ghana,Italy,0,2
2006,6,13,WC-18,Germany,Brazil,Croatia,1,0
2006,6,13,WC-18,Germany,France,Switzerland,0,0
2006,6,14,WC-18,Germany,Germany,Poland,1,0
2006,6,14,WC-18,Germany,Spain,Ukraine,4,0
2006,6,15,WC-18,Germany,Trinidad & Tobago,England,0,2
2006,6,15,WC-18,Germany,Paraguay,Sweden,0,1
2006,6,16,WC-18,Germany,Ivory Coast,Netherlands,1,2
2006,6,16,WC-18,Germany,Argentina,Serbia & Montenegro,6,0
2006,6,17,WC-18,Germany,Ghana,Czech Republic,2,0
2006,6,17,WC-18,Germany,Portugal,Iran,2,0
2006,6,17,WC-18,Germany,United States,Italy,1,1
2006,6,18,WC-18,Germany,Japan,Croatia,0,0
2006,6,18,WC-18,Germany,South Korea,France,1,1
2006,6,19,WC-18,Germany,Tunisia,Spain,1,3
2006,6,19,WC-18,Germany,Switzerland,Togo,2,0
2006,6,19,WC-18,Germany,Saudi Arabia,Ukraine,0,4
2006,6,20,WC-18,Germany,Germany,Ecuador,3,0
2006,6,20,WC-18,Germany,Sweden,England,2,2
2006,6,20,WC-18,Germany,Costa Rica,Poland,1,2
2006,6,21,WC-18,Germany,Portugal,Mexico,2,1
2006,6,21,WC-18,Germany,Argentina,Netherlands,0,0
2006,6,21,WC-18,Germany,Ivory Coast,Serbia & Montenegro,3,2
2006,6,22,WC-18,Germany,Australia,Croatia,2,2
2006,6,22,WC-18,Germany,Czech Republic,Italy,0,2
2006,6,23,WC-18,Germany,Togo,France,0,2
2006,6,23,WC-18,Germany,Switzerland,South Korea,2,0
2006,6,23,WC-18,Germany,Saudi Arabia,Spain,0,1
2006,6,23,WC-18,Germany,Tunisia,Ukraine,0,1
2006,6,24,WC-18,Germany,Germany,Sweden,2,0
2006,6,25,WC-18,Germany,Ecuador,England,0,1
2006,6,25,WC-18,Germany,Netherlands,Portugal,0,1
2006,6,26,WC-18,Germany,Australia,Italy,0,1
2006,6,26,WC-18,Germany,Switzerland,Ukraine,0,0
2006,6,27,WC-18,Germany,France,Spain,3,1
2006,6,30,WC-18,Germany,Germany,Argentina,1,1
2006,6,30,WC-18,Germany,Italy,Ukraine,3,0
2006,7,1,WC-18,Germany,Brazil,France,0,1
2006,7,1,WC-18,Germany,England,Portugal,0,0
2006,7,2,Friendly,Kazakhstan,Kazakhstan,Tajikistan,4,1
2006,7,4,WC-18,Germany,Germany,Italy,0,2
2006,7,5,Friendly,Kazakhstan,Kazakhstan,Kyrgyzstan,1,0
2006,7,5,WC-18,Germany,France,Portugal,1,0
2006,7,8,WC-18,Germany,Germany,Portugal,3,1
2006,7,9,WC-18,Germany,France,Italy,1,1
2006,8,15,Friendly,Ukraine,Ukraine,Azerbaijan,6,0
2006,8,15,Friendly,Wales,Wales,Bulgaria,0,0
2006,8,15,Friendly,Slovenia,Slovenia,Israel,1,1
2006,8,15,Friendly,Slovakia,Slovakia,Malta,3,0
2006,8,15,Friendly,Iceland,Iceland,Spain,0,0
2006,8,16,Friendly,San Marino,San Marino,Albania,0,3
2006,8,16,Friendly,Belarus,Belarus,Andorra,3,0
2006,8,16,Friendly,Norway,Norway,Brazil,1,1
2006,8,16,Friendly,Italy,Italy,Croatia,0,2
2006,8,16,Friendly,Romania,Romania,Cyprus,2,0
2006,8,16,Friendly,Bosnia & Herzegovina,Bosnia & Herzegovina,France,1,2
2006,8,16,QE-13,Faroe Islands,Faroe Islands,Georgia,0,6
2006,8,16,Friendly,England,England,Greece,4,0
2006,8,16,Friendly,Austria,Austria,Hungary,1,2
2006,8,16,QE-13,Belgium,Belgium,Kazakhstan,0,0
2006,8,16,Friendly,Russia,Russia,Latvia,1,0
2006,8,16,Friendly,Moldova,Moldova,Lithuania,3,2
2006,8,16,QE-13,Estonia,Estonia,Macedonia,0,1
2006,8,16,Friendly,Ireland,Ireland,Netherlands,0,4
2006,8,16,Friendly,Finland,Finland,North. Ireland,1,2
2006,8,16,Friendly,Denmark,Denmark,Poland,2,0
2006,8,16,Friendly,Czech Republic,Czech Republic,Serbia,1,3
2006,8,16,Friendly,Germany,Germany,Sweden,3,0
2006,8,16,Friendly,Liechtenstein,Liechtenstein,Switzerland,0,3
2006,8,16,Friendly,Luxembourg,Luxembourg,Turkey,0,1
2006,9,1,Friendly,Denmark,Denmark,Portugal,4,2
2006,9,2,QE-13,Belarus,Belarus,Albania,2,2
2006,9,2,QE-13,England,England,Andorra,5,0
2006,9,2,QE-13,Serbia,Serbia,Azerbaijan,1,0
2006,9,2,QE-13,Malta,Malta,Bosnia & Herzegovina,2,5
2006,9,2,QE-13,Romania,Romania,Bulgaria,2,2
2006,9,2,TDK-1,Switzerland,Austria,Costa Rica,2,2
2006,9,2,QE-13,Slovakia,Slovakia,Cyprus,6,1
2006,9,2,QE-13,Scotland,Scotland,Faroe Islands,6,0
2006,9,2,QE-13,Poland,Poland,Finland,1,3
2006,9,2,QE-13,Georgia,Georgia,France,0,3
2006,9,2,QE-13,Moldova,Moldova,Greece,0,1
2006,9,2,QE-13,North. Ireland,North. Ireland,Iceland,0,3
2006,9,2,QE-13,Germany,Germany,Ireland,1,0
2006,9,2,QE-13,Estonia,Estonia,Israel,0,1
2006,9,2,QE-13,Spain,Spain,Liechtenstein,4,0
2006,9,2,QE-13,Italy,Italy,Lithuania,1,1
2006,9,2,QE-13,Luxembourg,Luxembourg,Netherlands,0,1
2006,9,2,QE-13,Hungary,Hungary,Norway,1,4
2006,9,2,QE-13,Latvia,Latvia,Sweden,0,1
2006,9,2,TDK-1,Switzerland,Switzerland,Venezuela,1,0
2006,9,2,QE-13,Czech Republic,Czech Republic,Wales,2,1
2006,9,5,Friendly,England,Brazil,Wales,2,0
2006,9,6,QE-13,Netherlands,Israel,Andorra,4,1
2006,9,6,QE-13,Netherlands,Netherlands,Belarus,3,0
2006,9,6,QE-13,Armenia,Armenia,Belgium,0,1
2006,9,6,TDK-1,Switzerland,Switzerland,Costa Rica,2,0
2006,9,6,QE-13,Russia,Russia,Croatia,0,0
2006,9,6,QE-13,Slovakia,Slovakia,Czech Republic,0,3
2006,9,6,QE-13,Iceland,Iceland,Denmark,0,2
2006,9,6,QE-13,Macedonia,Macedonia,England,0,1
2006,9,6,QE-13,Ukraine,Ukraine,Georgia,3,2
2006,9,6,QE-13,San Marino,San Marino,Germany,0,13
2006,9,6,QE-13,Bosnia & Herzegovina,Bosnia & Herzegovina,Hungary,1,3
2006,9,6,QE-13,France,France,Italy,3,1
2006,9,6,QE-13,Azerbaijan,Azerbaijan,Kazakhstan,1,1
2006,9,6,Friendly,Luxembourg,Luxembourg,Latvia,0,0
2006,9,6,QE-13,Sweden,Sweden,Liechtenstein,3,1
2006,9,6,QE-13,Germany,Turkey,Malta,2,0
2006,9,6,QE-13,Norway,Norway,Moldova,2,0
2006,9,6,QE-13,Finland,Finland,Portugal,1,1
2006,9,6,QE-13,Albania,Albania,Romania,0,2
2006,9,6,QE-13,Lithuania,Lithuania,Scotland,1,2
2006,9,6,QE-13,Poland,Poland,Serbia,1,1
2006,9,6,QE-13,Bulgaria,Bulgaria,Slovenia,3,0
2006,9,6,QE-13,North. Ireland,North. Ireland,Spain,3,2
2006,9,6,TDK-1,Switzerland,Austria,Venezuela,0,1
2006,10,6,Friendly,Liechtenstein,Liechtenstein,Austria,1,2
2006,10,7,QE-13,Croatia,Croatia,Andorra,7,0
2006,10,7,QE-13,Portugal,Portugal,Azerbaijan,3,0
2006,10,7,QE-13,Romania,Romania,Belarus,3,1
2006,10,7,QE-13,Serbia,Serbia,Belgium,1,0
2006,10,7,QE-13,Moldova,Moldova,Bosnia & Herzegovina,2,2
2006,10,7,QE-13,Armenia,Armenia,Finland,0,0
2006,10,7,QE-13,Scotland,Scotland,France,1,0
2006,10,7,Friendly,Germany,Germany,Georgia,2,0
2006,10,7,QE-13,Latvia,Latvia,Iceland,4,0
2006,10,7,QE-13,Cyprus,Cyprus,Ireland,5,2
2006,10,7,QE-13,Russia,Russia,Israel,1,1
2006,10,7,QE-13,Faroe Islands,Faroe Islands,Lithuania,0,1
2006,10,7,QE-13,Slovenia,Slovenia,Luxembourg,2,0
2006,10,7,QE-13,England,England,Macedonia,0,0
2006,10,7,QE-13,Bulgaria,Bulgaria,Netherlands,1,1
2006,10,7,QE-13,Denmark,Denmark,North. Ireland,0,0
2006,10,7,QE-13,Greece,Greece,Norway,1,0
