Year,Month,Day,type,Country,home_team,away_team,home_goals,away_goals
2002,1,4,PMC-1,Bahrain,Bahrain,Finland,0,2
2002,1,5,PMC-1,Bahrain,Albania,Macedonia,0,0
2002,1,7,PMC-1,Bahrain,Albania,Finland,1,1
2002,1,7,PMC-1,Bahrain,Bahrain,Macedonia,1,1
2002,1,8,Friendly,Oman,Kuwait,Iceland,0,0
2002,1,10,PMC-1,Bahrain,Bahrain,Albania,3,0
2002,1,10,Friendly,Saudi Arabia,Saudi Arabia,Iceland,1,0
2002,1,10,PMC-1,Bahrain,Finland,Macedonia,3,0
2002,2,6,Friendly,Iran,Iran,Slovakia,2,3
2002,2,9,MIT-9,Malta,Malta,Jordan,2,1
2002,2,9,MIT-9,Malta,Lithuania,Moldova,1,0
2002,2,10,Friendly,Cyprus,Poland,Faroe Islands,2,1
2002,2,11,MIT-9,Malta,Moldova,Jordan,2,0
2002,2,11,MIT-9,Malta,Malta,Lithuania,1,1
2002,2,12,Friendly,Netherlands,Turkey,Eсuador,0,1
2002,2,12,CIT-6,Cyprus,Czech Republic,Hungary,2,0
2002,2,12,CLC-16,Hong Kong,Honduras,Slovenia,5,1
2002,2,12,CIT-6,Cyprus,Cyprus,Switzerland,1,1
2002,2,13,Friendly,Luxembourg,Luxembourg,Albania,0,0
2002,2,13,Friendly,Wales,Wales,Argentina,1,1
2002,2,13,Friendly,Croatia,Croatia,Bulgaria,0,0
2002,2,13,CIT-6,Cyprus,Cyprus,Czech Republic,3,4
2002,2,13,Friendly,Saudi Arabia,Saudi Arabia,Denmark,0,1
2002,2,13,Friendly,Netherlands,Netherlands,England,1,1
2002,2,13,Friendly,Cyprus,Liechtenstein,Faroe Islands,0,1
2002,2,13,Friendly,Germany,Germany,Israel,7,1
2002,2,13,MIT-9,Malta,Lithuania,Jordan,0,3
2002,2,13,MIT-9,Malta,Malta,Moldova,3,0
2002,2,13,Friendly,Belgium,Belgium,Norway,1,0
2002,2,13,Friendly,Cyprus,North. Ireland,Poland,1,4
2002,2,13,Friendly,Spain,Spain,Portugal,1,1
2002,2,13,Friendly,France,France,Romania,2,1
2002,2,13,Friendly,Ireland,Ireland,Russia,2,0
2002,2,13,Friendly,Greece,Greece,Sweden,2,2
2002,2,13,CIT-6,Cyprus,Hungary,Switzerland,1,2
2002,2,13,Friendly,Italy,Italy,United States,1,0
2002,2,13,Friendly,United States,Mexico,Yugoslavia,1,2
2002,2,15,CLC-16,Hong Kong,China,Slovenia,0,0
2002,2,20,Friendly,Bulgaria,Bulgaria,Azerbaijan,3,0
2002,3,7,Friendly,Brazil,Brazil,Iceland,6,1
2002,3,13,Friendly,United States,Mexico,Albania,4,0
2002,3,14,Friendly,Italy,Estonia,Saudi Arabia,2,0
2002,3,20,Friendly,Spain,South Korea,Finland,2,0
2002,3,21,Friendly,Japan,Japan,Ukraine,1,0
2002,3,26,Friendly,Germany,Turkey,South Korea,0,0
2002,3,27,Friendly,Malta,Malta,Andorra,1,1
2002,3,27,Friendly,Albania,Albania,Azerbaijan,1,0
2002,3,27,Friendly,Greece,Greece,Belgium,3,2
2002,3,27,Friendly,United States,Ecuador,Bulgaria,3,0
2002,3,27,Friendly,Wales,Wales,Czech Republic,0,0
2002,3,27,Friendly,Ireland,Ireland,Denmark,3,0
2002,3,27,Friendly,Portugal,Portugal,Finland,1,4
2002,3,27,Friendly,Moldova,Moldova,Hungary,0,2
2002,3,27,Friendly,England,England,Italy,1,2
2002,3,27,Friendly,Poland,Poland,Japan,0,2
2002,3,27,Friendly,Luxembourg,Luxembourg,Latvia,0,3
2002,3,27,Friendly,Bosnia & Herzegovina,Bosnia & Herzegovina,Macedonia,4,4
2002,3,27,Friendly,Liechtenstein,Liechtenstein,North. Ireland,0,0
2002,3,27,Friendly,Tunisia,Tunisia,Norway,0,0
2002,3,27,Friendly,Estonia,Estonia,Russia,2,1
2002,3,27,Friendly,France,France,Scotland,5,0
2002,3,27,Friendly,Austria,Austria,Slovakia,2,0
2002,3,27,Friendly,Croatia,Croatia,Slovenia,0,0
2002,3,27,Friendly,Georgia,Georgia,South Africa,4,1
2002,3,27,Friendly,Netherlands,Netherlands,Spain,1,0
2002,3,27,Friendly,Sweden,Sweden,Switzerland,1,1
2002,3,27,Friendly,Romania,Romania,Ukraine,4,1
2002,3,27,Friendly,Germany,Germany,United States,4,2
2002,3,27,Friendly,Brazil,Brazil,Yugoslavia,1,0
2002,4,17,Friendly,Andorra,Andorra,Albania,2,0
2002,4,17,Friendly,Germany,Germany,Argentina,0,1
2002,4,17,Friendly,Malta,Malta,Azerbaijan,1,0
2002,4,17,Friendly,Hungary,Hungary,Belarus,2,5
2002,4,17,Friendly,Croatia,Croatia,Bosnia & Herzegovina,2,0
2002,4,17,Friendly,Portugal,Portugal,Brazil,1,1
2002,4,17,Friendly,United States,Mexico,Bulgaria,1,0
2002,4,17,Friendly,Austria,Austria,Cameroon,0,0
2002,4,17,Friendly,Greece,Greece,Czech Republic,0,0
2002,4,17,Friendly,Macedonia,Macedonia,Finland,1,0
2002,4,17,Friendly,Ukraine,Ukraine,Georgia,2,1
2002,4,17,Friendly,Denmark,Denmark,Israel,3,1
2002,4,17,Friendly,Latvia,Latvia,Kazakhstan,2,1
2002,4,17,Friendly,Luxembourg,Luxembourg,Liechtenstein,3,3
2002,4,17,Friendly,Yugoslavia,Yugoslavia,Lithuania,4,1
2002,4,17,Friendly,Scotland,Scotland,Nigeria,1,2
2002,4,17,Friendly,England,England,Paraguay,4,0
2002,4,17,Friendly,Poland,Poland,Romania,1,2
2002,4,17,Friendly,France,France,Russia,0,0
2002,4,17,Friendly,Belgium,Belgium,Slovakia,1,1
2002,4,17,Friendly,North. Ireland,North. Ireland,Spain,0,5
2002,4,17,Friendly,Norway,Norway,Sweden,0,0
2002,4,17,Friendly,Slovenia,Slovenia,Tunisia,1,0
2002,4,17,Friendly,Netherlands,Chile,Turkey,0,2
2002,4,17,Friendly,Ireland,Ireland,United States,2,1
2002,4,17,Friendly,Italy,Italy,Uruguay,1,1
2002,4,29,KC-23,Japan,Japan,Slovakia,1,0
2002,5,8,Friendly,Hungary,Hungary,Croatia,0,2
2002,5,8,Friendly,United States,Eсuador,Yugoslavia,1,0
2002,5,9,Friendly,Germany,Germany,Kuwait,7,0
2002,5,12,Friendly,Greece,Greece,Romania,3,2
2002,5,14,Friendly,Belgium,Belgium,Algeria,0,0
2002,5,14,Friendly,Wales,Wales,Germany,1,0
2002,5,14,Friendly,Norway,Norway,Japan,3,0
2002,5,14,Friendly,Slovakia,Slovakia,Uzbekistan,4,1
2002,5,15,Friendly,Switzerland,Switzerland,Canada,1,3
2002,5,15,Friendly,Greece,Greece,Cyprus,3,1
2002,5,16,Friendly,Ireland,Ireland,Nigeria,1,2
2002,5,16,Friendly,South Korea,South Korea,Scotland,4,1
2002,5,17,LGC-6,Russia,Russia,Belarus,1,1
2002,5,17,Friendly,Denmark,Denmark,Cameroon,2,1
2002,5,17,Friendly,Slovenia,Slovenia,Ghana,2,0
2002,5,17,Friendly,Sweden,Sweden,Paraguay,1,2
2002,5,17,LGC-6,Russia,Ukraine,Yugoslavia,2,0
2002,5,18,Friendly,Germany,Germany,Austria,6,2
2002,5,18,Friendly,France,France,Belgium,1,2
2002,5,18,Friendly,Poland,Poland,Estonia,1,0
2002,5,18,Friendly,Czech Republic,Czech Republic,Italy,1,0
2002,5,19,Friendly,United States,United States,Netherlands,0,2
2002,5,19,LGC-6,Russia,Belarus,Ukraine,2,0
2002,5,19,LGC-6,Russia,Russia,Yugoslavia,1,1
2002,5,20,RUC-1,Hong Kong,South Africa,Scotland,2,0
2002,5,21,Friendly,South Korea,South Korea,England,1,1
2002,5,21,Friendly,San Marino,San Marino,Estonia,0,1
2002,5,22,Friendly,Norway,Norway,Iceland,1,1
2002,5,22,Friendly,Finland,Finland,Latvia,2,1
2002,5,23,RUC-1,Hong Kong,Hong Kong,Scotland,0,4
2002,5,23,RUC-1,Hong Kong,South Africa,Turkey,2,0
2002,5,25,Friendly,Macau,China,Portugal,0,2
2002,5,25,Friendly,Japan,Japan,Sweden,1,1
2002,5,26,Friendly,Japan,Belgium,Costa Rica,1,0
2002,5,26,Friendly,Japan,Cameroon,England,2,2
2002,5,26,Friendly,South Korea,South Korea,France,2,3
2002,5,26,Friendly,Japan,Denmark,Tunisia,2,1
2002,5,31,WC-17,South Korea,Senegal,France,1,0
2002,6,1,WC-17,South Korea,Uruguay,Denmark,1,2
2002,6,1,WC-17,Japan,Saudi Arabia,Germany,0,8
2002,6,1,WC-17,Japan,Cameroon,Ireland,1,1
2002,6,2,WC-17,South Korea,Slovenia,Spain,1,3
2002,6,2,WC-17,Japan,England,Sweden,1,1
2002,6,3,WC-17,Japan,Ecuador,Italy,0,2
2002,6,3,WC-17,Japan,Croatia,Mexico,0,1
2002,6,3,WC-17,South Korea,Brazil,Turkey,2,1
2002,6,4,WC-17,Japan,Japan,Belgium,2,2
2002,6,4,WC-17,South Korea,South Korea,Poland,2,0
2002,6,5,WC-17,Japan,Germany,Ireland,1,1
2002,6,5,WC-17,South Korea,United States,Portugal,3,2
2002,6,5,WC-17,Japan,Russia,Tunisia,2,0
2002,6,6,WC-17,South Korea,Senegal,Denmark,1,1
2002,6,6,WC-17,South Korea,Uruguay,France,0,0
2002,6,7,Friendly,Andorra,Andorra,Armenia,0,2
2002,6,7,WC-17,Japan,Argentina,England,0,1
2002,6,7,WC-17,South Korea,Paraguay,Spain,1,3
2002,6,7,WC-17,Japan,Nigeria,Sweden,1,2
2002,6,8,WC-17,Japan,Croatia,Italy,2,1
2002,6,8,WC-17,South Korea,Slovenia,South Africa,0,1
2002,6,9,WC-17,Japan,Japan,Russia,1,0
2002,6,9,WC-17,South Korea,Costa Rica,Turkey,1,1
2002,6,10,WC-17,Japan,Tunisia,Belgium,1,1
2002,6,10,WC-17,South Korea,Poland,Portugal,0,4
2002,6,11,WC-17,South Korea,Denmark,France,2,0
2002,6,11,WC-17,Japan,Cameroon,Germany,0,2
2002,6,11,WC-17,Japan,Saudi Arabia,Ireland,0,3
2002,6,12,WC-17,Japan,England,Nigeria,0,0
2002,6,12,WC-17,South Korea,Paraguay,Slovenia,3,1
2002,6,12,WC-17,South Korea,South Africa,Spain,2,3
2002,6,12,WC-17,Japan,Argentina,Sweden,1,1
2002,6,13,WC-17,Japan,Ecuador,Croatia,1,0
2002,6,13,WC-17,Japan,Mexico,Italy,1,1
2002,6,13,WC-17,South Korea,China,Turkey,0,3
2002,6,14,WC-17,South Korea,United States,Poland,1,3
2002,6,14,WC-17,South Korea,South Korea,Portugal,1,0
2002,6,14,WC-17,Japan,Belgium,Russia,3,2
2002,6,15,WC-17,Japan,Denmark,England,0,3
2002,6,15,WC-17,South Korea,Paraguay,Germany,0,1
2002,6,16,WC-17,South Korea,Ireland,Spain,1,1
2002,6,16,WC-17,Japan,Senegal,Sweden,2,1
2002,6,17,WC-17,Japan,Brazil,Belgium,2,0
2002,6,18,WC-17,South Korea,South Korea,Italy,2,1
2002,6,18,WC-17,Japan,Japan,Turkey,0,1
2002,6,21,WC-17,Japan,Brazil,England,2,1
2002,6,21,WC-17,South Korea,United States,Germany,0,1
2002,6,22,WC-17,South Korea,South Korea,Spain,0,0
2002,6,22,WC-17,Japan,Senegal,Turkey,0,1
2002,6,25,WC-17,South Korea,South Korea,Germany,0,1
2002,6,26,WC-17,Japan,Brazil,Turkey,1,0
2002,6,29,WC-17,South Korea,South Korea,Turkey,2,3
2002,6,30,WC-17,Japan,Brazil,Germany,2,0
2002,7,3,Friendly,Estonia,Estonia,Azerbaijan,0,0
2002,7,6,Friendly,Latvia,Latvia,Azerbaijan,0,0
2002,7,7,Friendly,Kazakhstan,Kazakhstan,Estonia,1,1
2002,8,8,Friendly,Iran,Iran,Azerbaijan,2,2
2002,8,10,Friendly,Iran,Iran,Azerbaijan,1,1
2002,8,21,Friendly,Iceland,Iceland,Andorra,3,0
2002,8,21,Friendly,Switzerland,Switzerland,Austria,3,2
2002,8,21,Friendly,Latvia,Latvia,Belarus,2,4
2002,8,21,Friendly,Poland,Poland,Belgium,1,1
2002,8,21,Friendly,North. Ireland,North. Ireland,Cyprus,0,0
2002,8,21,Friendly,Scotland,Scotland,Denmark,0,1
2002,8,21,Friendly,Tunisia,Tunisia,France,1,1
2002,8,21,Friendly,Turkey,Turkey,Georgia,3,0
2002,8,21,Friendly,Bulgaria,Bulgaria,Germany,2,2
2002,8,21,Friendly,Romania,Romania,Greece,0,1
2002,8,21,Friendly,Ukraine,Ukraine,Iran,0,1
2002,8,21,Friendly,Finland,Finland,Ireland,0,3
2002,8,21,Friendly,Lithuania,Lithuania,Israel,2,4
2002,8,21,Friendly,Faroe Islands,Faroe Islands,Liechtenstein,3,1
2002,8,21,Friendly,Macedonia,Macedonia,Malta,5,0
2002,8,21,Friendly,Estonia,Estonia,Moldova,1,0
2002,8,21,Friendly,Luxembourg,Luxembourg,Morocco,0,2
2002,8,21,Friendly,Norway,Norway,Netherlands,0,1
2002,8,21,Friendly,Czech Republic,Czech Republic,Slovakia,4,1
2002,8,21,Friendly,Italy,Italy,Slovenia,0,1
2002,8,21,Friendly,Hungary,Hungary,Spain,1,1
2002,8,21,Friendly,Russia,Russia,Sweden,1,1
2002,8,21,Friendly,Azerbaijan,Azerbaijan,Uzbekistan,2,0
2002,8,21,Friendly,Croatia,Croatia,Wales,1,1
2002,8,21,Friendly,Bosnia & Herzegovina,Bosnia & Herzegovina,Yugoslavia,0,2
2002,9,5,Friendly,Luxembourg,Luxembourg,Israel,0,5
2002,9,6,Friendly,Czech Republic,Czech Republic,Yugoslavia,5,0
2002,9,7,QE-12,Netherlands,Netherlands,Belarus,3,0
2002,9,7,QE-12,Belgium,Belgium,Bulgaria,0,2
2002,9,7,QE-12,Norway,Norway,Denmark,2,2
2002,9,7,QE-12,Croatia,Croatia,Estonia,0,0
2002,9,7,QE-12,Cyprus,Cyprus,France,1,2
2002,9,7,QE-12,Lithuania,Lithuania,Germany,0,2
2002,9,7,Friendly,Iceland,Iceland,Hungary,0,2
2002,9,7,QE-12,Russia,Russia,Ireland,4,2
2002,9,7,QE-12,Azerbaijan,Azerbaijan,Italy,0,2
2002,9,7,QE-12,Slovenia,Slovenia,Malta,3,0
2002,9,7,QE-12,Austria,Austria,Moldova,2,0
2002,9,7,QE-12,San Marino,San Marino,Poland,0,2
2002,9,7,Friendly,England,England,Portugal,1,1
2002,9,7,QE-12,Bosnia & Herzegovina,Bosnia & Herzegovina,Romania,0,3
2002,9,7,QE-12,Faroe Islands,Faroe Islands,Scotland,2,2
2002,9,7,QE-12,Turkey,Turkey,Slovakia,3,0
2002,9,7,QE-12,Greece,Greece,Spain,0,2
2002,9,7,QE-12,Latvia,Latvia,Sweden,0,0
2002,9,7,QE-12,Armenia,Armenia,Ukraine,2,2
2002,9,7,QE-12,Finland,Finland,Wales,0,2
2002,9,8,QE-12,Switzerland,Switzerland,Georgia,4,1
2002,9,8,QE-12,Liechtenstein,Liechtenstein,Macedonia,1,1
2002,10,11,Friendly,Bosnia & Herzegovina,Bosnia & Herzegovina,Germany,1,1
2002,10,12,QE-12,Belarus,Belarus,Austria,0,2
2002,10,12,QE-12,Finland,Finland,Azerbaijan,3,0
2002,10,12,QE-12,Andorra,Andorra,Belgium,0,1
2002,10,12,QE-12,Bulgaria,Bulgaria,Croatia,2,0
2002,10,12,QE-12,Moldova,Moldova,Czech Republic,0,2
2002,10,12,QE-12,Slovakia,Slovakia,England,1,2
2002,10,12,QE-12,Lithuania,Lithuania,Faroe Islands,2,0
2002,10,12,QE-12,Ukraine,Ukraine,Greece,2,0
2002,10,12,QE-12,Sweden,Sweden,Hungary,1,1
2002,10,12,QE-12,Malta,Malta,Israel,0,2
2002,10,12,QE-12,Poland,Poland,Latvia,0,1
2002,10,12,QE-12,Denmark,Denmark,Luxembourg,2,0
2002,10,12,Friendly,Estonia,Estonia,New Zealand,3,2
2002,10,12,QE-12,Spain,Spain,North. Ireland,3,0
2002,10,12,QE-12,Romania,Romania,Norway,0,1
2002,10,12,QE-12,Iceland,Iceland,Scotland,0,2
2002,10,12,QE-12,France,France,Slovenia,5,0
2002,10,12,QE-12,Albania,Albania,Switzerland,1,1
2002,10,12,Friendly,Portugal,Portugal,Tunisia,1,1
2002,10,12,QE-12,Macedonia,Macedonia,Turkey,1,2
2002,10,12,QE-12,Italy,Italy,Yugoslavia,1,1
2002,10,15,Friendly,Scotland,Scotland,Canada,3,1
2002,10,16,QE-12,Russia,Russia,Albania,4,1
2002,10,16,QE-12,Bulgaria,Bulgaria,Andorra,2,1
2002,10,16,QE-12,Greece,Greece,Armenia,2,0
2002,10,16,QE-12,Czech Republic,Czech Republic,Belarus,2,0
2002,10,16,QE-12,Estonia,Estonia,Belgium,0,1
2002,10,16,QE-12,Norway,Norway,Bosnia & Herzegovina,2,0
2002,10,16,QE-12,Germany,Germany,Faroe Islands,2,1
2002,10,16,QE-12,Yugoslavia,Yugoslavia,Finland,2,0
2002,10,16,QE-12,Malta,Malta,France,0,4
2002,10,16,QE-12,Wales,Wales,Italy,2,1
2002,10,16,QE-12,Turkey,Turkey,Liechtenstein,5,0
2002,10,16,QE-12,Iceland,Iceland,Lithuania,3,0
2002,10,16,QE-12,England,England,Macedonia,2,2
2002,10,16,QE-12,Austria,Austria,Netherlands,0,3
2002,10,16,Friendly,Poland,Poland,New Zealand,2,0
2002,10,16,Friendly,Spain,Spain,Paraguay,0,0
2002,10,16,Friendly,Sweden,Sweden,Portugal,2,3
2002,10,16,QE-12,Luxembourg,Luxembourg,Romania,0,7
2002,10,16,QE-12,Hungary,Hungary,San Marino,3,0
2002,10,16,QE-12,Ireland,Ireland,Switzerland,1,2
2002,10,16,QE-12,North. Ireland,North. Ireland,Ukraine,0,0
2002,11,20,Friendly,Spain,Spain,Bulgaria,1,0
2002,11,20,Friendly,Luxembourg,Luxembourg,Cape Verde,0,0
2002,11,20,Friendly,Romania,Romania,Croatia,0,1
2002,11,20,Friendly,Estonia,Estonia,Iceland,2,0
2002,11,20,Friendly,Greece,Greece,Ireland,0,0
2002,11,20,Friendly,Macedonia,Macedonia,Israel,2,3
2002,11,20,QE-12,San Marino,San Marino,Latvia,0,1
2002,11,20,QE-12,Cyprus,Cyprus,Malta,2,1
2002,11,20,Friendly,Hungary,Hungary,Moldova,1,1
2002,11,20,Friendly,Germany,Germany,Netherlands,1,3
2002,11,20,Friendly,Austria,Austria,Norway,0,1
2002,11,20,Friendly,Denmark,Denmark,Poland,2,0
2002,11,20,Friendly,Portugal,Portugal,Scotland,2,0
2002,11,20,Friendly,Czech Republic,Czech Republic,Sweden,3,3
2002,11,20,Friendly,Italy,Italy,Turkey,1,1
2002,11,20,Friendly,Slovakia,Slovakia,Ukraine,1,1
2002,11,20,QE-12,Azerbaijan,Azerbaijan,Wales,0,2
2002,11,20,Friendly,France,France,Yugoslavia,3,0
2003,1,26,Friendly,Ireland,Barbados,Finland,0,0
2003,1,26,Friendly,United Arab Emirates,United Arab Emirates,Norway,1,1
2003,1,28,Friendly,Oman,Oman,Norway,1,2
2003,1,29,Friendly,Trinidad & Tobago,Trinidad & Tobago,Finland,1,2
2003,1,29,Friendly,Cyprus,Cyprus,Greece,1,2
2003,2,9,Friendly,Ecuador,Ecuador,Estonia,1,0
2003,2,9,TMT-1,Croatia,Croatia,Macedonia,2,2
2003,2,12,Friendly,Netherlands,Netherlands,Argentina,1,0
2003,2,12,Friendly,Israel,Israel,Armenia,2,0
2003,2,12,Friendly,England,England,Australia,1,3
2003,2,12,QE-12,Serbia & Montenegro,Serbia & Montenegro,Azerbaijan,2,2
2003,2,12,Friendly,Algeria,Algeria,Belgium,1,3
2003,2,12,Friendly,Wales,Wales,Bosnia & Herzegovina,2,2
2003,2,12,Friendly,France,France,Czech Republic,0,2
2003,2,12,Friendly,Egypt,Egypt,Denmark,1,4
2003,2,12,Friendly,Ecuador,Ecuador,Estonia,2,1
2003,2,12,Friendly,North. Ireland,North. Ireland,Finland,0,1
2003,2,12,Friendly,Spain,Spain,Germany,3,1
2003,2,12,Friendly,Cyprus,Bulgaria,Hungary,1,0
2003,2,12,Friendly,Scotland,Scotland,Ireland,0,2
2003,2,12,Friendly,Malta,Malta,Kazakhstan,2,2
2003,2,12,Friendly,Turkey,Latvia,Lithuania,2,1
2003,2,12,Friendly,Georgia,Georgia,Moldova,2,2
2003,2,12,Friendly,Greece,Greece,Norway,1,0
2003,2,12,TMT-1,Croatia,Croatia,Poland,0,0
2003,2,12,Friendly,Italy,Italy,Portugal,1,0
2003,2,12,CIT-7,Cyprus,Cyprus,Russia,0,1
2003,2,12,CIT-7,Cyprus,Romania,Slovakia,2,1
2003,2,12,Friendly,Tunisia,Tunisia,Sweden,1,0
2003,2,12,Friendly,Slovenia,Slovenia,Switzerland,1,5
2003,2,12,Friendly,Turkey,Turkey,Ukraine,0,0
2003,2,12,Friendly,Italy,Albania,Vietnam,5,0
2003,2,13,CIT-7,Cyprus,Romania,Russia,2,4
2003,2,13,CIT-7,Cyprus,Cyprus,Slovakia,1,3
2003,2,14,TMT-1,Croatia,Poland,Macedonia,3,0
2003,2,16,Friendly,China,China,Estonia,1,0
2003,2,16,KGC-34,Thailand,Qatar,Sweden,2,3
2003,2,18,KGC-34,Thailand,North Korea,Sweden,1,1
2003,2,20,KGC-34,Thailand,Thailand,Sweden,1,4
2003,2,22,KGC-34,Thailand,North Korea,Sweden,0,4
2003,3,5,Friendly,Israel,Israel,Moldova,0,0
2003,3,26,Friendly,Austria,Austria,Greece,2,2
2003,3,27,Friendly,Serbia & Montenegro,Serbia & Montenegro,Bulgaria,1,2
2003,3,29,QE-12,Wales,Wales,Azerbaijan,4,0
2003,3,29,QE-12,Croatia,Croatia,Belgium,4,0
2003,3,29,Friendly,Portugal,Portugal,Brazil,2,1
2003,3,29,Friendly,Estonia,Estonia,Canada,2,1
2003,3,29,QE-12,Netherlands,Netherlands,Czech Republic,1,1
2003,3,29,QE-12,Romania,Romania,Denmark,2,5
2003,3,29,QE-12,Liechtenstein,Liechtenstein,England,0,2
2003,3,29,QE-12,Italy,Italy,Finland,2,0
2003,3,29,QE-12,Poland,Poland,Hungary,0,0
2003,3,29,QE-12,Scotland,Scotland,Iceland,2,1
2003,3,29,QE-12,Georgia,Georgia,Ireland,1,2
2003,3,29,QE-12,Cyprus,Cyprus,Israel,1,1
2003,3,29,QE-12,Germany,Germany,Lithuania,1,1
2003,3,29,QE-12,Bosnia & Herzegovina,Bosnia & Herzegovina,Luxembourg,2,0
2003,3,29,QE-12,France,France,Malta,6,0
2003,3,29,QE-12,Belarus,Belarus,Moldova,2,1
2003,3,29,QE-12,Armenia,Armenia,North. Ireland,1,0
2003,3,29,QE-12,Albania,Albania,Russia,3,1
2003,3,29,QE-12,Macedonia,Macedonia,Slovakia,0,2
2003,3,29,QE-12,Ukraine,Ukraine,Spain,2,2
2003,4,2,QE-12,Croatia,Croatia,Andorra,2,0
2003,4,2,QE-12,Spain,Spain,Armenia,3,0
2003,4,2,QE-12,Czech Republic,Czech Republic,Austria,4,0
2003,4,2,QE-12,Denmark,Denmark,Bosnia & Herzegovina,0,2
2003,4,2,QE-12,Estonia,Estonia,Bulgaria,0,0
2003,4,2,QE-12,Slovenia,Slovenia,Cyprus,4,1
2003,4,2,QE-12,Italy,Israel,France,1,2
2003,4,2,QE-12,North. Ireland,North. Ireland,Greece,0,2
2003,4,2,QE-12,Albania,Albania,Ireland,0,0
2003,4,2,Friendly,Ukraine,Ukraine,Latvia,1,0
2003,4,2,QE-12,Slovakia,Slovakia,Liechtenstein,4,0
2003,4,2,QE-12,Moldova,Moldova,Netherlands,1,2
2003,4,2,QE-12,Luxembourg,Luxembourg,Norway,0,2
2003,4,2,Friendly,Switzerland,Macedonia,Portugal,0,1
2003,4,2,QE-12,Poland,Poland,San Marino,5,0
2003,4,2,QE-12,Lithuania,Lithuania,Scotland,1,0
2003,4,2,QE-12,Hungary,Hungary,Sweden,1,2
2003,4,2,QE-12,Georgia,Georgia,Switzerland,0,0
2003,4,2,QE-12,England,England,Turkey,2,0
2003,4,2,Friendly,Belarus,Belarus,Uzbekistan,2,2
2003,4,27,Friendly,Faroe Islands,Faroe Islands,Kazakhstan,3,2
2003,4,29,Friendly,Faroe Islands,Faroe Islands,Kazakhstan,2,1
2003,4,30,Friendly,Bulgaria,Bulgaria,Albania,2,0
2003,4,30,Friendly,Scotland,Scotland,Austria,0,2
2003,4,30,Friendly,Uzbekistan,Uzbekistan,Belarus,1,2
2003,4,30,Friendly,Sweden,Sweden,Croatia,1,2
2003,4,30,QE-12,Italy,Israel,Cyprus,2,0
2003,4,30,Friendly,Spain,Spain,Ecuador,4,0
2003,4,30,Friendly,France,France,Egypt,5,0
2003,4,30,QE-12,Andorra,Andorra,Estonia,0,2
2003,4,30,Friendly,Slovakia,Slovakia,Greece,2,2
2003,4,30,Friendly,Finland,Finland,Iceland,3,0
2003,4,30,Friendly,Switzerland,Switzerland,Italy,1,2
2003,4,30,Friendly,Hungary,Hungary,Luxembourg,5,1
2003,4,30,Friendly,Ireland,Ireland,Norway,1,0
2003,4,30,Friendly,Belgium,Belgium,Poland,3,1
2003,4,30,Friendly,Netherlands,Netherlands,Portugal,1,1
2003,4,30,Friendly,Lithuania,Lithuania,Romania,0,1
2003,4,30,QE-12,Georgia,Georgia,Russia,1,0
2003,4,30,QE-12,Latvia,Latvia,San Marino,3,0
2003,4,30,Friendly,Liechtenstein,Liechtenstein,Saudi Arabia,1,0
2003,4,30,Friendly,Germany,Germany,Serbia & Montenegro,1,0
2003,4,30,QE-12,Malta,Malta,Slovenia,1,3
2003,4,30,Friendly,Czech Republic,Czech Republic,Turkey,4,0
2003,4,30,Friendly,Denmark,Denmark,Ukraine,1,0
2003,5,22,Friendly,South Africa,South Africa,England,1,2
2003,5,22,Friendly,Norway,Norway,Finland,2,0
2003,5,26,Friendly,United States,United States,Wales,2,0
2003,5,27,Friendly,Scotland,Scotland,New Zealand,1,1
2003,6,1,Friendly,Germany,Germany,Canada,4,1
2003,6,3,Friendly,Italy,Italy,North. Ireland,2,0
2003,6,3,Friendly,England,England,Serbia & Montenegro,2,1
2003,6,6,Friendly,Poland,Poland,Kazakhstan,3,0
2003,6,6,Friendly,Portugal,Portugal,Paraguay,0,0
2003,6,7,QE-12,Ireland,Ireland,Albania,2,1
2003,6,7,QE-12,Estonia,Estonia,Andorra,2,0
2003,6,7,QE-12,Ukraine,Ukraine,Armenia,4,3
2003,6,7,QE-12,Moldova,Moldova,Austria,1,0
2003,6,7,QE-12,Bulgaria,Bulgaria,Belgium,2,2
2003,6,7,QE-12,Romania,Romania,Bosnia & Herzegovina,2,0
2003,6,7,QE-12,Malta,Malta,Cyprus,1,2
2003,6,7,QE-12,Iceland,Iceland,Faroe Islands,2,1
2003,6,7,QE-12,Scotland,Scotland,Germany,1,1
2003,6,7,QE-12,Spain,Spain,Greece,0,1
2003,6,7,QE-12,Hungary,Hungary,Latvia,3,1
2003,6,7,QE-12,Macedonia,Macedonia,Liechtenstein,3,1
2003,6,7,QE-12,Belarus,Belarus,Netherlands,0,2
2003,6,7,QE-12,Denmark,Denmark,Norway,1,0
2003,6,7,QE-12,Switzerland,Switzerland,Russia,2,2
2003,6,7,QE-12,Finland,Finland,Serbia & Montenegro,3,0
2003,6,7,QE-12,Turkey,Israel,Slovenia,0,0
2003,6,7,QE-12,San Marino,San Marino,Sweden,0,6
2003,6,7,QE-12,Slovakia,Slovakia,Turkey,0,1
2003,6,10,Friendly,Portugal,Portugal,Bolivia,4,0
2003,6,11,QE-12,Switzerland,Switzerland,Albania,3,2
2003,6,11,QE-12,Belgium,Belgium,Andorra,3,0
